url;is_phishing;url_length;num_dots;num_hyphens;https
https://news.ycombinator.com/;0;0;0;0;0
https://canada.casndpds.ws/;1;0;0;0;0
https://gouv-certificat-air.com/index.php;1;0;0;1;0
https://secure-aruba.it-mil-1.linodeobjects.com/webmailpec-stdit-v4r2b55.20190911_1e2c6436a117e49273ce2f34be196888234303f93.html;1;1;1;1;0
http://o1x.29421548.xyz/;1;0;0;0;1
https://news.google.com/topstories;0;0;0;0;0
https://www.apple.com/music/;0;0;0;0;0
https://www.python.org/doc/;0;0;0;0;0
https://usps.com-tracksbx.top/;1;0;0;1;0
https://developer.chrome.com/docs/extensions/;0;0;0;0;0
https://developer.android.com/guide/;0;0;0;0;0
http://learn-trezoor-docs.github.io/en-us;1;0;0;1;1
https://developer.github.com/v3/;0;0;0;0;0
https://webpro012.github.io/paxosweb.html;1;0;1;0;0
https://firebase.google.com/console/;0;0;0;0;0
http://evri.psoitksa.click;1;0;0;0;1
https://support.google.com/a/answer/6208960;0;0;0;0;0
https://liefrung.neu.planen.15-237-209-215.cprapid.com/app/update.php;1;0;1;1;0
https://gmxctyyy.weebly.com/;1;0;0;0;0
https://pchorus75.wixsite.com/my-site-1;1;0;0;1;0
https://www.microsoft.com/en-us/sql-server/;0;0;0;1;0
https://docs.python.org/3/library/unittest.mock.html;0;0;1;0;0
http://srv225595.hoster-test.ru/hypeSPAit/hype/;1;0;0;1;1
https://suivi-mondialrelay-enligne.com/steps/index.php?enc=81170dd25f6c9e4a4a1d5e27e3ac614a&p=0&dispatch=d378c5527282af3a9966401ba0a08174ce4ca067;1;1;0;1;0
https://login-confirmation.47-254-82-173.cprapid.com/secured/otp6/sign/index.html;1;1;1;1;0
http://bantuan-tunai-mystrx.miy.web.id/;1;0;1;1;1
https://www.microsoft.com/en-us/microsoft-365;0;0;0;1;0
https://en.wikipedia.org/wiki/List_of_programming_languages_by_type;0;0;0;0;0
http://bbpan.advisoraml.net/panda/a/significance/gelt/flowcharter/productive/fluctuating/nutty/granted/colonization/;1;1;0;0;1
https://netflix-regularizar.info/bank/nedbank/core/;1;0;0;1;0
https://www.oracle.com/cloud/;0;0;0;0;0
http://eng-help-trezor-io.teachable.com/p/home;1;0;0;1;1
https://docs.python.org/3/library/index.html;0;0;1;0;0
https://www.linkedin.com/feed/;0;0;0;0;0
https://myaccount-one.jassousa.com/onee/;1;0;0;1;0
https://www.wikipedia.org/;0;0;0;0;0
https://ipko.pl-bp.com/index.php;1;0;1;1;0
http://mammoth-umbrella-big.on-fleek.app/scqwcwbbkj7.html;1;0;1;1;1
https://mykasih.go-starment.web.id/P915409-11-4/;1;0;1;1;0
https://about.google/intl/en_us/products/;0;0;0;0;0
https://en.wikipedia.org/wiki/Machine_learning_algorithms_in_practice;0;0;0;0;0
https://mondial.relay-colis-acheminement.com/pac/calcul.php;1;0;1;1;0
https://us-exodus-wallet-en.teachable.com/p/home;1;0;0;1;0
https://sbn-main-3u5j.vercel.app/;1;0;0;1;0
https://15-237-144-17.cprapid.com/dpd/update6.php?yxybhdqajldahix6g7d3;1;0;1;1;0
https://www.apple.com/newsroom/;0;0;0;0;0
https://aws.amazon.com/getting-started/;0;0;0;1;0
https://elancique-fc53ae.ingress-bonde.ewp.live/wp-content/plugins/canwdkvk/pages/region.php;1;1;1;1;0
https://app-ledgeer--live.webflow.io/;1;0;0;1;0
https://gamevote.jagex.com.challenge.vote.artcompetition.gallery.community.mumanabagana.ru/portal/medieval-competitors-voting-authentication-k2s2r1d2y3g0r5d1m1h7xxdd;1;1;1;1;0
https://www.amazon.de/gp/help/customer/display.html;0;0;1;0;0
https://lezegrounnannei-1357.vercel.app/ruu.html/hwkls.html;1;0;1;1;0
https://www.microsoft.com/en-us/windows/compatibility/why-not-upgrade;0;0;0;1;0
https://bradesscoprime.com/central/cliente.php?;1;0;0;0;0
https://usps.packages-uszg.icu/;1;0;0;1;0
https://canadapost.postescanada-alters.icu/;1;0;0;1;0
https://firebase.google.com/docs/functions/callable;0;0;0;0;0
https://www.netflix.com/de-en/login;0;0;0;1;0
https://developer.mozilla.org/en-US/docs/Web/JavaScript;0;0;0;1;0
https://en.wikipedia.org/wiki/Software_engineering;0;0;0;0;0
https://www.apple.com/mac/;0;0;0;0;0
https://mondiairelais-livraison.com/captcha/index.php;1;0;0;1;0
https://www.mozilla.org/en-US/;0;0;0;1;0
https://defeokounabgeouja.freewebhostmost.com/dhhh/tracking/fV5EjH/msg.php?id=42439324;1;1;1;0;0
https://www.ibm.com/cloud/;0;0;0;0;0
https://docs.microsoft.com/en-us/azure/active-directory/devices/overview;0;0;0;1;0
https://www.google.com.br-pt-bralfandegacorreios710439522@hahousih.in.ua/?=%25rand9%25/?email=junior.slz@hotmail.com;1;1;1;1;0
https://usps.com-trwkt.top/;1;0;0;1;0
https://translate.google.com/;0;0;0;0;0
https://gamevote.jagex.com.challenge.competition.community.tamanoir.ru/portal/medieval-legends-competition-v6r9x82kt56lsaq93mnb0fj1x;1;1;1;1;0
https://support.microsoft.com/en-us/office;0;0;0;1;0
https://tg0.dbc.mytemp.website/index1.html;1;0;1;0;0
https://www.spotify.com/us/account/subscription/;0;0;0;0;0
http://myjawatankosong-rasmii2024.biz.id/apply1/apply.html;1;0;1;1;1
http://en-trezor-stake.github.io/en-us;1;0;0;1;1
https://www.djangoproject.com/start/;0;0;0;0;0
https://www.github.com/pricing;0;0;0;0;0
https://raiffeisen-bank.schooldocu.com/index.php;1;0;1;1;0
https://track-relais.info/pac/calcul.php;1;0;0;1;0
https://developer.apple.com/app-store/;0;0;0;1;0
https://www.google.com/maps;0;0;0;0;0
https://tramite-liberacion-de-transferencia-retenida-y-pagos-en-linea4.webnode.cr;1;1;0;1;0
https://cloudflare.com/learning/;0;0;0;0;0
https://www.netflix.com/de-en/;0;0;0;1;0
